content,score,at,content_bersih
"aplikasi lemot parah, ga bisa di harapkan",1,2025-12-30 19:42:51,aplikasi lot parah ga di harap
ga bisa di pake,1,2025-12-29 14:49:32,ga di pake
"Sebenarnya lumayan suka bikin pergi kemana-mana jadi mudah. Tapi sekarang kacau. Dulu padahal ga pernah error, skrg sering banget aplikasi gak jalan. Mana map-nya juga sering salah titiknya. Padahal jaringan aman, penyimpanan masih banyak, sumpah enak gobis yang dulu. Ini ada email cs nya ga sih? Gara2 aplikasi error saya jadi gak bisa transaksi dan harus bayar cash sama orang lain, saldo di akun sendiri masih ada huhu :(",3,2025-12-29 08:37:00,benar lumayan suka bikin pergi kemanamana jadi mudah sekarang kacau dulu padahal ga pernah error skrg sering banget aplikasi gak jalan mana map sering salah titik padahal jaring aman simpan banyak sumpah enak gob dulu ada email cs nya ga sih gara aplikasi error jadi gak transaksi harus bayar cash sama orang saldo akun sendiri ada huhu
"transitnya bayar dobel. jam operasional ga jelas ada yang hingga 21.00 ada yang 22.00. membingungkan., ruwet",1,2025-12-28 21:57:43,transit bayar dobel jam operasional ga jelas yang hingga yang bingung ruwet
no recommended,1,2025-12-28 12:34:31,no recommended
aplikasi aneh tiba tiba susah buat lihat rute. tolong di perbaikin !!!,2,2025-12-26 17:25:14,aplikasi aneh tiba tiba susah buat lihat rute di perbaikin
"Aplikasi yang sangat bermanfaat bagi semua warga Surabaya... terimakasih GoBis,👍😁",5,2025-12-25 18:38:38,aplikasi sangat manfaat semua warga surabaya terimakasih gob
"lemot bgt , ga akurat",1,2025-12-25 11:20:55,lot bgt ga akurat
lemot banget,1,2025-12-24 21:54:10,lot banget
"ini aplikasi gak pernah berbenah ya.... mau buka aplikasi aja buat bayar Trans Semanggi aja gak bisa, saya yang keliling dari UNAIR ke UNESA aja kagak bisa. Tolonglah berbenah dikitlah... kesel aku. pulian Transit banyak aku ini",1,2025-12-24 17:20:15,aplikasi gak pernah benah mau buka aplikasi aja buat bayar trans semanggi aja gak saya keliling unair unesa aja kagak tolong benah dikit kesel aku pulian transit banyak aku
ini hp saya atau apk nya yaaa setiap mau login gak pernah bisaa gatau kenapaa aneh banget gituloh saya ini butuh saya ngandelin ini tetapi malah gaisa masuk di akun itu maksudnya gimana yaa,2,2025-12-23 17:56:53,hp atau apk nya yaaa mau login gak pernah bisaa gatau kenapaa aneh banget gituloh butuh ngandelin ini tetapi malah gaisa masuk akun maksud gimana yaa
"Aplikasi pemerintah sama sekali gak bisa diharapkan. Tiba2 logout sendiri, mau login lagi, email dan pasword uda dimasukkan dgn benar tp begitu diklik tombol ""login"" (warna biru) tetep gak terjadi apa2. Tanpa login gak bisa liat rute. Serius deh, pegawai pemerintah gak ada yg jago IT kah? Bikin aplikasi selalu gak guna.",1,2025-12-23 12:15:28,aplikasi perintah sama sekali gak harap tiba logout sendiri mau login email pasword uda masuk dgn benar tp klik tombol login warna biru tetep gak jadi apa login gak liat rute serius deh pegawai perintah gak yg jago it bikin aplikasi selalu gak
"ini gimana nih developer aplikasi nya gak jalan, eror, bintang 1 aja",1,2025-12-22 11:22:36,gimana nih developer aplikasi nya gak jalan eror bintang aja
aplikasi sering kacau,1,2025-12-21 10:10:24,aplikasi sering kacau
aplikasi taekkk,1,2025-12-20 16:33:10,aplikasi taekkk
"daftar akun loading lama tanpa keterangan apapun, waste time bgt",1,2025-12-20 10:14:08,daftar akun loading lama terang apa waste time bgt
"niat gak seh nggawe aplikasi, kok error teross ae",1,2025-12-20 09:50:26,niat gak seh nggawe aplikasi kok error teross ae
kenapa di menu tidak ada opsi top up saldo?,1,2025-12-19 18:36:10,di menu ada opsi top up saldo
gabisa dipake bayar trans semanggi,1,2025-12-19 10:29:17,gabisa dipake bayar trans semanggi
"akun suka log out sendiri, pas mau login susah padahal sinyal lancar",3,2025-12-18 14:47:46,akun suka log out sendiri pas mau login susah padahal sinyal lancar
"gak bisa cek lokasi busnya cuma peta jalur aja, masih bagusan apknya Trans jatim bisa lihat lokasi bus dan jumlah penumpang.",3,2025-12-17 20:46:55,gak cek lokasi bus cuma peta jalur aja bagus apknya trans jatim lihat lokasi bus jumlah tumpang
sering banget error di android 9,1,2025-12-17 06:22:49,sering banget error android
aplikasi ini selalu error. error nya lama. jadi tidak bisa lihat tracking.,1,2025-12-16 17:43:49,aplikasi selalu error error nya lama jadi bisa lihat tracking
Suroboyo 🤑 oiya ini kan bahasa Jawa kan🙂 kan bahasa Indonesia nya adalah Surabaya sih😆,5,2025-12-16 16:33:00,suroboyo oiya kan bahasa jawa kan kan bahasa indonesia nya surabaya sih
kpa eror gk bsa dibukak,5,2025-12-16 10:38:33,kpa eror gk bsa dibukak
ada sulap nihh coba tekan foto profile kaliannnn!!!!!><,5,2025-12-16 10:19:30,sulap nihh coba tekan foto profile kaliannnn
"belum pernah daftar tapi ada keterangan No NIK sudah terdaftar, dan mau cek lupa paswd email tdk ditemukan, terooosss karep e yo opo?? padahal email yow cuma 1",1,2025-12-16 09:07:04,pernah daftar ada terang no nik daftar mau cek lupa paswd email tdk temu terooosss karep e yo opo padahal email yow cuma
eror kocaaak,1,2025-12-15 17:41:14,eror kocaaak
aplikasi masih butuh perbaikan .. sering error,1,2025-12-15 07:04:02,aplikasi butuh baik sering error
dafta gak bisa / masuk gak bisa,1,2025-12-13 11:52:26,dafta gak masuk gak
"jelek banget sering gabisa dipake padahal sinyal lancr, tolong segera di update",1,2025-12-12 21:23:34,jelek banget sering gabisa dipake padahal sinyal lancr segera update
"fasilitas ini sebenernya sangat sangat membantu sekali buat mobilisasi area surabaya tp yng bikin kurang puas ada di SDM nya saya 2 kali kejadian di tinggal bis pdhl udh di halte kata kernetnya gak keliatan lah gelap lah ya hrsnya yg diperbaiki fasilitas bkn penumpang yg di arahkan geser ke yg terang, siapa suruh disitu ada kendala krng terang kok di biarin",3,2025-12-12 15:32:17,fasilitas sebenernya sangat sangat bantu sekali buat mobilisasi area surabaya tp yng bikin kurang puas sdm nya kali jadi tinggal bis pdhl udh halte kata kernet gak liat lah gelap lah hrsnya yg baik fasilitas bkn tumpang yg arah geser yg terang siapa suruh situ kendala krng terang kok di biarin
"benerin gak,ini saya mau liat bis gabisa mulu. padahal jaringan bagus",1,2025-12-11 13:43:11,benerin gakini mau liat bis gabisa mulu padahal jaring bagus
"tolong dong diperbaiki!jangan sampai eror,masa kadang gaada track bus jalan siii, mau bayar pake saldo gabisa bisa karna eror mulu apknya",1,2025-12-11 07:37:49,dong diperbaikijangan erormasa kadang gaada track bus jalan siii mau bayar pake saldo gabisa karna eror mulu apknya
Aplikasi sering error. Menyebalkan sekali,2,2025-12-09 19:37:43,aplikasi sering error sebal sekali
"GPS sering error di jam-jam sibuk, tidak memberikan kepastian kepada penumpang mengenai lokasi feeder yg akurat.",1,2025-12-09 07:46:35,gps sering error jamjam sibuk beri pasti tumpang kena lokasi feeder yg akurat
bisa membantu,3,2025-12-08 10:58:22,bantu
sudah 2 Minggu ini aplikasi kadang bisa dibuka kadang tidak bisa dibuka. jadi tidak bisa pakai tiket yang udah dibeli paketan,3,2025-12-08 06:15:44,minggu aplikasi kadang buka kadang bisa buka jadi bisa pakai tiket udah beli paket
"aplikasi terkadang suka error, seperti semua bus hilang tidak muncul di map, dan pemilihan rute bus tidak muncul sehingga sulit melacak keberadaan bus. tolong diperbaiki, ini merugikan pelanggan",2,2025-12-06 09:53:07,aplikasi terkadang suka error semua bus hilang muncul map pilih rute bus muncul sulit lacak ada bus baik rugi langgan
kenapa gak bisa dibuka sih padahal dulu lancar,1,2025-12-06 06:58:51,gak buka sih padahal dulu lancar
sering ngebug. tidak dapat digunakan apknya. kalau sudah diperbaiki tak ganti ⭐5 dah,4,2025-12-06 06:47:34,sering ngebug dapat guna apknya kalau baik tak ganti dah
"pembayaran tolong dipermudah, menggunakan QRIS lagi. Kalau memang harus menggunakan apk ini, aktifkan kembali pembayaran dg menggunakan botol disemua rute bus dan wira wiri",1,2025-12-04 09:54:56,bayar mudah guna qris kalau memang guna apk aktif bayar dg guna botol semua rute bus wira wiri
lagi error kah app ? buat login g bisa,4,2025-12-02 13:54:15,error app buat login g
"dulu tanpa login,mudah. skrg harus login dulu, aplikasi sering stucked,error,pilihan rute GK muncul,SDH di install ulang tetap saja. mohon diperbaiki lagi",3,2025-12-02 10:01:51,dulu loginmudah skrg login dulu aplikasi sering stuckederrorpilihan rute gk munculsdh install ulang tetap mohon baik
"ga berguna, tadinya bisa kok sekarang malah error",1,2025-12-01 10:06:33,ga guna tadi kok sekarang malah error
aplikasi nya error td pagi msh bs skrg log out sendiri gak bs masuk lg mski sdh coba log in syg bgt saldo msh ada,1,2025-11-30 08:35:49,aplikasi nya error td pagi msh bs skrg log out sendiri gak bs masuk lg mski sdh coba log in syg bgt saldo msh
"ribet, kebanyakan update beberapa minggu sekali tiap mau liat tracking trans semanggi jg makin ribet karna HARUS DI UPDATE dulu apk nya update; bulan April menjelang pergantian sistem semanggi, harus pakai gobis/tap cash/etoll aplikasi error parahhh, mau beli tiket aja loading setengah jam sangat tdk efisien skrg sering bgt tiba2 error, mana trans semanggi tiketnya KUDU PAKE GOBIS, trs klo apk error gmn? login jg nggk bisa2, mana udah trlanjur beli tiket banyak ngerugiin banget ini",1,2025-11-28 19:51:08,ribet banyak update beberapa minggu sekali tiap mau liat tracking trans semanggi jg makin ribet karna di update dulu apk nya update bulan april jelang ganti sistem semanggi pakai gobistap cashetoll aplikasi error parahhh mau beli tiket aja loading tengah jam sangat tdk efisien skrg sering bgt tiba error mana trans semanggi tiket kudu pake gob trs klo apk error gmn login jg nggk mana udah trlanjur beli tiket banyak ngerugiin banget
aplikasi bodong... saldo mbanking dan shopee udah kepotong tapi gak keluar tiketnya... sering bnget error dan gak bisa buat tracking ww nya.. saldo tiket hemat juga gak bisa di buka,1,2025-11-28 13:33:55,aplikasi bodong saldo mbanking shopee udah potong gak keluar tiket sering bnget error gak buat tracking ww nya saldo tiket hemat gak di buka
"aplikasi jelek radarnya g kebaca terus, kita jd susah liat jarak armada selanjutnya msh sejauh apa",1,2025-11-28 11:26:53,aplikasi jelek radar g baca terus jd susah liat jarak armada lanjut msh jauh apa
"kok gabisa top up pake qris lagi? gimana caranya, harusnya klo update aplikasi bisa dikasih keterangan",5,2025-11-26 23:48:05,kok gabisa top up pake qris gimana cara harus klo update aplikasi kasih terang
"Tolong yah kepada driver gobis maupun bisa apapun kalo ada halte itu STOP, berhenti dulu lah jangan ngobrol doang, ini posisi hujan jadi berteduh disekitar halte mana udah nunggu lama malah nyelonong aja, dikejar drivernya juga gak liat. Ini halte udah lah gak ada kursi tunggu kalo hujan kehujanan kalo neduh gak keliatan driver. Apasih yang dikejar ampe gas trus gitu? ini juga aplikasi gak ada tempat atau layanan kritik dan saran.",1,2025-11-24 15:54:34,yah driver gob maupun apa kalo halte stop henti dulu lah jangan ngobrol doang posisi hujan jadi teduh sekitar halte mana udah nunggu lama malah nyelonong aja kejar drivernya gak liat halte udah lah gak kursi tunggu kalo hujan hujan kalo neduh gak liat driver apasih kejar ampe gas trus gitu juga aplikasi gak tempat layan kritik saran
"Sangat terbantu sekali dengan Invoasi Pemerintah Kota Surabaya yang menyediakan Fasilitas Layanan Transportasi Feeder WiraWiri dan Suroboyo Bus Listrik dan Semanggi yang menjadikan perjalanan ke kantor lebih cepat, nyaman dan aman",5,2025-11-23 16:09:36,sangat bantu sekali invoasi perintah kota surabaya sedia fasilitas layan transportasi feeder wirawiri suroboyo bus listrik semanggi jadi jalan kantor lebih cepat nyaman aman
"setelah di update kq jadi ga bisa lihat jadwal, harus login tapi ngelag",5,2025-11-20 05:12:40,di update kq jadi ga lihat jadwal login ngelag
gabisa dipake scan teman bus sia sia top up,1,2025-11-16 21:36:43,gabisa dipake scan teman bus sia sia top up
"Tolong dong buat driver Wira wiri kalau misalkan ada halte berhenti dong, saya sudah nunggu lama + hujan keras bukannya berhenti di halte malah lanjut jalan hadeh hadeh",1,2025-11-12 19:23:24,dong buat driver wira wiri kalau misal halte henti dong sudah nunggu lama hujan keras bukan henti halte malah lanjut jalan hadeh hadeh
"sebenarnya saya hanya ingin bilang kepada teman-teman yang buat aplikasi GOBIS ini, tolong setiap bulan dan setiap tahun update terus aplikasi GOBIS ini biar terhindar dari error dan bug.",5,2025-11-10 06:56:33,benar hanya bilang temanteman buat aplikasi gob tolong bulan tiap tahun update terus aplikasi gob biar hindar error bug
"Apk tambah ga jelas ae iki,bisnya ga ada,bikin apk yg jelas dong,pelayanan publik ini",1,2025-11-07 18:54:21,apk tambah ga jelas ae ikibisnya ga adabikin apk yg jelas dongpelayanan publik
gak bisa daftar alesan koneksi putus Mulu,1,2025-11-06 18:21:06,gak daftar alesan koneksi putus mulu
lebih ditingkatkan,5,2025-11-03 17:56:31,lebih tingkat
"untuk saya yg gak hafal surabaya, petanya tidak membantu sama sekali. Kalo ada fitur pencarian tujuan kemana, terus nanti diarahkan harus naik apa aja turun dimana. pasti akan sangat membantu. semoga segera ada fitur itu yaa",3,2025-11-03 01:29:23,saya yg gak hafal surabaya peta bantu sama sekali kalo fitur cari tuju terus arah naik apa aja turun pasti sangat bantu moga segera fitur yaa
"hari ini minggu tgl 02 November 2025 WW01 dan WW02 tidak mau berhenti di halte tandes, padahal saya dan istri saya sudah berdiri menunggu di halte tandes pas depan indomaret tetapi semua armada melaju di sebelah kanan dengan kencang seolah tidak melihat orang yg nunggu di halte tersebut, tolong kedepennya supaya tiap halte tetep di berhentiin klo tidak ada yg naik bisa langsung berangkat, tolong untuk management pengelola wira wiri bisa di FU disemua armada yg jalan, Terima kasih",1,2025-11-02 18:02:02,hari minggu tgl november ww ww mau henti halte tandes padahal dan istri sudah diri tunggu halte tandes pas depan indomaret semua armada laju belah kanan kencang lihat orang yg nunggu halte sebut kedepennya tiap halte tetep berhentiin klo tidak ada yg naik langsung berangkat untuk management kelola wira wiri di fu semua armada yg jalan terima kasih
lokasi ga akurat sama sekali,1,2025-10-31 17:36:47,lokasi ga akurat sama sekali
"tolonglah kalau belum siap luncurin aplikasi pembayaran ONLINE seperti TOP UP, QRIS jangan di luncurin dulu .. merugikan orang saja. benahi aplikasinya",1,2025-10-29 15:45:32,tolong kalau siap luncurin aplikasi bayar online top up qris jangan luncurin dulu rugi orang benah aplikasi
"setiap update bukannya makin memudahkan, malah bikin tambah ribet dan susah. Niatan mau top up buat disimpan untuk pakai di perjalanan selanjutnya, malah hanya bisa pesan tiketnya saja gak bisa menyimpan saldo lagi, tiket yg sudah dipesan juga tidak bisa di refund. Setelah code barcode dari tiketnya di scan, maka tiketnya hanya berlaku di waktu itu dan tak dapat disimpan untuk perjalanan selanjutnya, kalau tidak sengaja kepesan 4 dan hanya pakai 1, tiket ttp tdk bisa di refund.",1,2025-10-27 15:14:50,update bukan makin mudah malah bikin tambah ribet susah niat mau top up buat simpan pakai jalan lanjut malah pesan tiket gak simpan saldo tiket yg pes refund code barcode tiket scan tiket laku di waktu tak simpan jalan lanjut kalau tidak sengaja pes dan hanya pakai tiket ttp tdk bisa di refund
"saya lupa kata sandi gobis, sayangnya gak ada menu layanan lupa sandi di telpon ke call center jaringan sibuk",2,2025-10-27 14:39:44,lupa kata sandi gob sayang gak menu layan lupa sandi telpon call center jaring sibuk
susah sekali untuk masuk. tidak bisa masuk dengan NIK dan lupa password. email-nya lupa. aktivitasi susah.,1,2025-10-25 05:25:39,susah sekali masuk bisa masuk nik lupa password email lupa aktivitas susah
"masih belum juga ada perubahan kualitas pelayanan, masih banyak Sopir nakal tidak menjalankan SOP dan kernet yang gak tegas menegur sopirnya apalagi banyak yang ketahuan dengan santai main game dan main judi slot untuk feeder WARA WIRI",1,2025-10-23 11:20:31,belum ada ubah kualitas layan banyak sopir nakal jalan sop kernet gak tegas tegur sopir banyak tahu santai main game main judi slot feeder wara wiri
"sangat membantu sekali karena saya pkai pket hemat lebih murah krena saya perjlnan setiap hari, tp syng aplikasinya kadang suka eror ya. tolong di perbaiki lagi.",5,2025-10-23 08:08:31,sangat bantu sekali pkai pket hemat lebih murah krena saya perjlnan hari tp syng aplikasi kadang suka eror tolong baik
"pelayanan buruk Driver orang Lamongan nama Punardi sama Helper nya Achmad Arya Nurdians tolong kalau sama penumpang ngomong yg sopan, pelayanan buruk banget saya kasih bintang 1",1,2025-10-21 07:00:24,layan buruk driver orang lamongan nama punardi sama helper nya achmad arya nurdians kalau sama tumpang ngomong yg sopan layan buruk banget kasih bintang
sangat membantu saya beraktivitas,5,2025-10-20 19:11:51,sangat bantu aktivitas
"sering udaa top up tapi saldo ga masuk, tlg diperbaiki",1,2025-10-17 11:26:56,sering udaa top up saldo ga masuk tlg baik
