Nama_User,Rating,Tanggal,Ulasan,Ulasan_Bersih
Shofyan Kurniawan,1,2025-12-20 09:50:26,"niat gak seh nggawe aplikasi, kok error teross ae",niat gak seh nggawe aplikasi kok error teross ae
Mazroatul Khoiriyah,1,2025-12-19 18:36:10,kenapa di menu tidak ada opsi top up saldo?,kenapa di menu tidak ada opsi top up saldo
Kol Ldk,1,2025-12-19 10:29:17,gabisa dipake bayar trans semanggi,gabisa dipake bayar trans semanggi
Lalida Maslahah,3,2025-12-18 14:47:46,"akun suka log out sendiri, pas mau login susah padahal sinyal lancar",akun suka log out sendiri pas mau login susah padahal sinyal lancar
Rizal Java 13,3,2025-12-17 20:46:55,"gak bisa cek lokasi busnya cuma peta jalur aja, masih bagusan apknya Trans jatim bisa lihat lokasi bus dan jumlah penumpang.",gak bisa cek lokasi busnya cuma peta jalur aja masih bagusan apknya trans jatim bisa lihat lokasi bus dan jumlah penumpang
Tinara Aisyah Nikita,1,2025-12-17 06:22:49,sering banget error di android 9,sering banget error di android
tifani belle,1,2025-12-16 17:43:49,aplikasi ini selalu error. error nya lama. jadi tidak bisa lihat tracking.,aplikasi ini selalu error error nya lama jadi tidak bisa lihat tracking
Bayuu,5,2025-12-16 16:33:00,Suroboyo 🤑 oiya ini kan bahasa Jawa kan🙂 kan bahasa Indonesia nya adalah Surabaya sih😆,suroboyo oiya ini kan bahasa jawa kan kan bahasa indonesia nya adalah surabaya sih
Chikky Derico,5,2025-12-16 10:38:33,kpa eror gk bsa dibukak,kpa eror gk bsa dibukak
Affan Ardiansyah,5,2025-12-16 10:19:30,ada sulap nihh coba tekan foto profile kaliannnn!!!!!><,ada sulap nihh coba tekan foto profile kaliannnn
Virdiwardani Sulistyo,1,2025-12-16 09:07:04,"belum pernah daftar tapi ada keterangan No NIK sudah terdaftar, dan mau cek lupa paswd email tdk ditemukan, terooosss karep e yo opo?? padahal email yow cuma 1",belum pernah daftar tapi ada keterangan no nik sudah terdaftar dan mau cek lupa paswd email tdk ditemukan terooosss karep e yo opo padahal email yow cuma
Biy O,1,2025-12-15 17:41:14,eror kocaaak,eror kocaaak
Louise Velia,1,2025-12-15 07:04:02,aplikasi masih butuh perbaikan .. sering error,aplikasi masih butuh perbaikan sering error
Dodik Cahyo,1,2025-12-13 11:52:26,dafta gak bisa / masuk gak bisa,dafta gak bisa masuk gak bisa
Ashleen Eleanor,1,2025-12-12 21:23:34,"jelek banget sering gabisa dipake padahal sinyal lancr, tolong segera di update",jelek banget sering gabisa dipake padahal sinyal lancr tolong segera di update
Mery Putri,3,2025-12-12 15:32:17,"fasilitas ini sebenernya sangat sangat membantu sekali buat mobilisasi area surabaya tp yng bikin kurang puas ada di SDM nya saya 2 kali kejadian di tinggal bis pdhl udh di halte kata kernetnya gak keliatan lah gelap lah ya hrsnya yg diperbaiki fasilitas bkn penumpang yg di arahkan geser ke yg terang, siapa suruh disitu ada kendala krng terang kok di biarin",fasilitas ini sebenernya sangat sangat membantu sekali buat mobilisasi area surabaya tp yng bikin kurang puas ada di sdm nya saya kali kejadian di tinggal bis pdhl udh di halte kata kernetnya gak keliatan lah gelap lah ya hrsnya yg diperbaiki fasilitas bkn penumpang yg di arahkan geser ke yg terang siapa suruh disitu ada kendala krng terang kok di biarin
Keysya,1,2025-12-11 13:43:11,"benerin gak,ini saya mau liat bis gabisa mulu. padahal jaringan bagus",benerin gak ini saya mau liat bis gabisa mulu padahal jaringan bagus
Izzatun Ni'mah,1,2025-12-11 07:37:49,"tolong dong diperbaiki!jangan sampai eror,masa kadang gaada track bus jalan siii, mau bayar pake saldo gabisa bisa karna eror mulu apknya",tolong dong diperbaiki jangan sampai eror masa kadang gaada track bus jalan siii mau bayar pake saldo gabisa bisa karna eror mulu apknya
Sonny Dwiasmoro Putra,2,2025-12-09 19:37:43,Aplikasi sering error. Menyebalkan sekali,aplikasi sering error menyebalkan sekali
Mira Melati,1,2025-12-09 07:46:35,"GPS sering error di jam-jam sibuk, tidak memberikan kepastian kepada penumpang mengenai lokasi feeder yg akurat.",gps sering error di jam jam sibuk tidak memberikan kepastian kepada penumpang mengenai lokasi feeder yg akurat
Lestari Putri,3,2025-12-08 10:58:22,bisa membantu,bisa membantu
Farah diba,3,2025-12-08 06:15:44,sudah 2 Minggu ini aplikasi kadang bisa dibuka kadang tidak bisa dibuka. jadi tidak bisa pakai tiket yang udah dibeli paketan,sudah minggu ini aplikasi kadang bisa dibuka kadang tidak bisa dibuka jadi tidak bisa pakai tiket yang udah dibeli paketan
Evelyna Alexandra Gunawan,2,2025-12-06 09:53:07,"aplikasi terkadang suka error, seperti semua bus hilang tidak muncul di map, dan pemilihan rute bus tidak muncul sehingga sulit melacak keberadaan bus. tolong diperbaiki, ini merugikan pelanggan",aplikasi terkadang suka error seperti semua bus hilang tidak muncul di map dan pemilihan rute bus tidak muncul sehingga sulit melacak keberadaan bus tolong diperbaiki ini merugikan pelanggan
ANGEN,1,2025-12-06 06:58:51,kenapa gak bisa dibuka sih padahal dulu lancar,kenapa gak bisa dibuka sih padahal dulu lancar
Ferdyan Trisna putra,4,2025-12-06 06:47:34,sering ngebug. tidak dapat digunakan apknya. kalau sudah diperbaiki tak ganti ⭐5 dah,sering ngebug tidak dapat digunakan apknya kalau sudah diperbaiki tak ganti dah
Yudhi Q Hambali,1,2025-12-04 09:54:56,"pembayaran tolong dipermudah, menggunakan QRIS lagi. Kalau memang harus menggunakan apk ini, aktifkan kembali pembayaran dg menggunakan botol disemua rute bus dan wira wiri",pembayaran tolong dipermudah menggunakan qris lagi kalau memang harus menggunakan apk ini aktifkan kembali pembayaran dg menggunakan botol disemua rute bus dan wira wiri
Gambas free,4,2025-12-02 13:54:15,lagi error kah app ? buat login g bisa,lagi error kah app buat login g bisa
Muiz Zoelqornain,3,2025-12-02 10:01:51,"dulu tanpa login,mudah. skrg harus login dulu, aplikasi sering stucked,error,pilihan rute GK muncul,SDH di install ulang tetap saja. mohon diperbaiki lagi",dulu tanpa login mudah skrg harus login dulu aplikasi sering stucked error pilihan rute gk muncul sdh di install ulang tetap saja mohon diperbaiki lagi
Bintang Surya,1,2025-12-01 10:06:33,"ga berguna, tadinya bisa kok sekarang malah error",ga berguna tadinya bisa kok sekarang malah error
sribagus tirtowibowo,1,2025-11-30 08:35:49,aplikasi nya error td pagi msh bs skrg log out sendiri gak bs masuk lg mski sdh coba log in syg bgt saldo msh ada,aplikasi nya error td pagi msh bs skrg log out sendiri gak bs masuk lg mski sdh coba log in syg bgt saldo msh ada
Cintania Aulia Salwa,1,2025-11-28 19:51:08,"ribet, kebanyakan update beberapa minggu sekali tiap mau liat tracking trans semanggi jg makin ribet karna HARUS DI UPDATE dulu apk nya update; bulan April menjelang pergantian sistem semanggi, harus pakai gobis/tap cash/etoll aplikasi error parahhh, mau beli tiket aja loading setengah jam sangat tdk efisien skrg sering bgt tiba2 error, mana trans semanggi tiketnya KUDU PAKE GOBIS, trs klo apk error gmn? login jg nggk bisa2, mana udah trlanjur beli tiket banyak ngerugiin banget ini",ribet kebanyakan update beberapa minggu sekali tiap mau liat tracking trans semanggi jg makin ribet karna harus di update dulu apk nya update bulan april menjelang pergantian sistem semanggi harus pakai gobis tap cash etoll aplikasi error parahhh mau beli tiket aja loading setengah jam sangat tdk efisien skrg sering bgt tiba error mana trans semanggi tiketnya kudu pake gobis trs klo apk error gmn login jg nggk bisa mana udah trlanjur beli tiket banyak ngerugiin banget ini
Eka Maria Christin Riski,1,2025-11-28 13:33:55,aplikasi bodong... saldo mbanking dan shopee udah kepotong tapi gak keluar tiketnya... sering bnget error dan gak bisa buat tracking ww nya.. saldo tiket hemat juga gak bisa di buka,aplikasi bodong saldo mbanking dan shopee udah kepotong tapi gak keluar tiketnya sering bnget error dan gak bisa buat tracking ww nya saldo tiket hemat juga gak bisa di buka
Putri claras Ratna sari,1,2025-11-28 11:26:53,"aplikasi jelek radarnya g kebaca terus, kita jd susah liat jarak armada selanjutnya msh sejauh apa",aplikasi jelek radarnya g kebaca terus kita jd susah liat jarak armada selanjutnya msh sejauh apa
Benedicta Gavrila,5,2025-11-26 23:48:05,"kok gabisa top up pake qris lagi? gimana caranya, harusnya klo update aplikasi bisa dikasih keterangan",kok gabisa top up pake qris lagi gimana caranya harusnya klo update aplikasi bisa dikasih keterangan
Dony Hardyanshah,1,2025-11-24 15:54:34,"Tolong yah kepada driver gobis maupun bisa apapun kalo ada halte itu STOP, berhenti dulu lah jangan ngobrol doang, ini posisi hujan jadi berteduh disekitar halte mana udah nunggu lama malah nyelonong aja, dikejar drivernya juga gak liat. Ini halte udah lah gak ada kursi tunggu kalo hujan kehujanan kalo neduh gak keliatan driver. Apasih yang dikejar ampe gas trus gitu? ini juga aplikasi gak ada tempat atau layanan kritik dan saran.",tolong yah kepada driver gobis maupun bisa apapun kalo ada halte itu stop berhenti dulu lah jangan ngobrol doang ini posisi hujan jadi berteduh disekitar halte mana udah nunggu lama malah nyelonong aja dikejar drivernya juga gak liat ini halte udah lah gak ada kursi tunggu kalo hujan kehujanan kalo neduh gak keliatan driver apasih yang dikejar ampe gas trus gitu ini juga aplikasi gak ada tempat atau layanan kritik dan saran
yantihoukpt herdini,5,2025-11-23 16:09:36,"Sangat terbantu sekali dengan Invoasi Pemerintah Kota Surabaya yang menyediakan Fasilitas Layanan Transportasi Feeder WiraWiri dan Suroboyo Bus Listrik dan Semanggi yang menjadikan perjalanan ke kantor lebih cepat, nyaman dan aman",sangat terbantu sekali dengan invoasi pemerintah kota surabaya yang menyediakan fasilitas layanan transportasi feeder wirawiri dan suroboyo bus listrik dan semanggi yang menjadikan perjalanan ke kantor lebih cepat nyaman dan aman
ida fah,5,2025-11-20 05:12:40,"setelah di update kq jadi ga bisa lihat jadwal, harus login tapi ngelag",setelah di update kq jadi ga bisa lihat jadwal harus login tapi ngelag
yahya hamim,1,2025-11-16 21:36:43,gabisa dipake scan teman bus sia sia top up,gabisa dipake scan teman bus sia sia top up
Manusia,1,2025-11-12 19:23:24,"Tolong dong buat driver Wira wiri kalau misalkan ada halte berhenti dong, saya sudah nunggu lama + hujan keras bukannya berhenti di halte malah lanjut jalan hadeh hadeh",tolong dong buat driver wira wiri kalau misalkan ada halte berhenti dong saya sudah nunggu lama hujan keras bukannya berhenti di halte malah lanjut jalan hadeh hadeh
Alfi Aliyyu,5,2025-11-10 06:56:33,"sebenarnya saya hanya ingin bilang kepada teman-teman yang buat aplikasi GOBIS ini, tolong setiap bulan dan setiap tahun update terus aplikasi GOBIS ini biar terhindar dari error dan bug.",sebenarnya saya hanya ingin bilang kepada teman teman yang buat aplikasi gobis ini tolong setiap bulan dan setiap tahun update terus aplikasi gobis ini biar terhindar dari error dan bug
Moses ozora.,1,2025-11-07 18:54:21,"Apk tambah ga jelas ae iki,bisnya ga ada,bikin apk yg jelas dong,pelayanan publik ini",apk tambah ga jelas ae iki bisnya ga ada bikin apk yg jelas dong pelayanan publik ini
Irfan Ardiansyah,1,2025-11-06 18:21:06,gak bisa daftar alesan koneksi putus Mulu,gak bisa daftar alesan koneksi putus mulu
FARUQ ACHMAD UMAR,5,2025-11-03 17:56:31,lebih ditingkatkan,lebih ditingkatkan
Nailas S,3,2025-11-03 01:29:23,"untuk saya yg gak hafal surabaya, petanya tidak membantu sama sekali. Kalo ada fitur pencarian tujuan kemana, terus nanti diarahkan harus naik apa aja turun dimana. pasti akan sangat membantu. semoga segera ada fitur itu yaa",untuk saya yg gak hafal surabaya petanya tidak membantu sama sekali kalo ada fitur pencarian tujuan kemana terus nanti diarahkan harus naik apa aja turun dimana pasti akan sangat membantu semoga segera ada fitur itu yaa
Saiful Rochman,1,2025-11-02 18:02:02,"hari ini minggu tgl 02 November 2025 WW01 dan WW02 tidak mau berhenti di halte tandes, padahal saya dan istri saya sudah berdiri menunggu di halte tandes pas depan indomaret tetapi semua armada melaju di sebelah kanan dengan kencang seolah tidak melihat orang yg nunggu di halte tersebut, tolong kedepennya supaya tiap halte tetep di berhentiin klo tidak ada yg naik bisa langsung berangkat, tolong untuk management pengelola wira wiri bisa di FU disemua armada yg jalan, Terima kasih",hari ini minggu tgl november ww dan ww tidak mau berhenti di halte tandes padahal saya dan istri saya sudah berdiri menunggu di halte tandes pas depan indomaret tetapi semua armada melaju di sebelah kanan dengan kencang seolah tidak melihat orang yg nunggu di halte tersebut tolong kedepennya supaya tiap halte tetep di berhentiin klo tidak ada yg naik bisa langsung berangkat tolong untuk management pengelola wira wiri bisa di fu disemua armada yg jalan terima kasih
Surya Dwi Satria,1,2025-10-31 17:36:47,lokasi ga akurat sama sekali,lokasi ga akurat sama sekali
Jihan Hanny,1,2025-10-29 15:45:32,"tolonglah kalau belum siap luncurin aplikasi pembayaran ONLINE seperti TOP UP, QRIS jangan di luncurin dulu .. merugikan orang saja. benahi aplikasinya",tolonglah kalau belum siap luncurin aplikasi pembayaran online seperti top up qris jangan di luncurin dulu merugikan orang saja benahi aplikasinya
rasio garam,1,2025-10-27 15:14:50,"setiap update bukannya makin memudahkan, malah bikin tambah ribet dan susah. Niatan mau top up buat disimpan untuk pakai di perjalanan selanjutnya, malah hanya bisa pesan tiketnya saja gak bisa menyimpan saldo lagi, tiket yg sudah dipesan juga tidak bisa di refund. Setelah code barcode dari tiketnya di scan, maka tiketnya hanya berlaku di waktu itu dan tak dapat disimpan untuk perjalanan selanjutnya, kalau tidak sengaja kepesan 4 dan hanya pakai 1, tiket ttp tdk bisa di refund.",setiap update bukannya makin memudahkan malah bikin tambah ribet dan susah niatan mau top up buat disimpan untuk pakai di perjalanan selanjutnya malah hanya bisa pesan tiketnya saja gak bisa menyimpan saldo lagi tiket yg sudah dipesan juga tidak bisa di refund setelah code barcode dari tiketnya di scan maka tiketnya hanya berlaku di waktu itu dan tak dapat disimpan untuk perjalanan selanjutnya kalau tidak sengaja kepesan dan hanya pakai tiket ttp tdk bisa di refund
ABD JALIL,2,2025-10-27 14:39:44,"saya lupa kata sandi gobis, sayangnya gak ada menu layanan lupa sandi di telpon ke call center jaringan sibuk",saya lupa kata sandi gobis sayangnya gak ada menu layanan lupa sandi di telpon ke call center jaringan sibuk
Mifta Annisa,1,2025-10-25 05:25:39,susah sekali untuk masuk. tidak bisa masuk dengan NIK dan lupa password. email-nya lupa. aktivitasi susah.,susah sekali untuk masuk tidak bisa masuk dengan nik dan lupa password email nya lupa aktivitasi susah
Bayu Santoso,1,2025-10-23 11:20:31,"masih belum juga ada perubahan kualitas pelayanan, masih banyak Sopir nakal tidak menjalankan SOP dan kernet yang gak tegas menegur sopirnya apalagi banyak yang ketahuan dengan santai main game dan main judi slot untuk feeder WARA WIRI",masih belum juga ada perubahan kualitas pelayanan masih banyak sopir nakal tidak menjalankan sop dan kernet yang gak tegas menegur sopirnya apalagi banyak yang ketahuan dengan santai main game dan main judi slot untuk feeder wara wiri
Fatimah Alvinnuha,5,2025-10-23 08:08:31,"sangat membantu sekali karena saya pkai pket hemat lebih murah krena saya perjlnan setiap hari, tp syng aplikasinya kadang suka eror ya. tolong di perbaiki lagi.",sangat membantu sekali karena saya pkai pket hemat lebih murah krena saya perjlnan setiap hari tp syng aplikasinya kadang suka eror ya tolong di perbaiki lagi
Reza Ray Gordone,1,2025-10-21 07:00:24,"pelayanan buruk Driver orang Lamongan nama Punardi sama Helper nya Achmad Arya Nurdians tolong kalau sama penumpang ngomong yg sopan, pelayanan buruk banget saya kasih bintang 1",pelayanan buruk driver orang lamongan nama punardi sama helper nya achmad arya nurdians tolong kalau sama penumpang ngomong yg sopan pelayanan buruk banget saya kasih bintang
Adi Catur sulistyo,5,2025-10-20 19:11:51,sangat membantu saya beraktivitas,sangat membantu saya beraktivitas
Suport,2,2025-10-20 17:25:39,"Map posisi bis ilang2 an Tolong kalo bisa di apk di kasih bintang buat para driver, biar pihak suroboyo bis bisa evaluasi tiap driver bis, no 23 hari ini tidak berhenti di halte bubutan kenapa?",map posisi bis ilang an tolong kalo bisa di apk di kasih bintang buat para driver biar pihak suroboyo bis bisa evaluasi tiap driver bis no hari ini tidak berhenti di halte bubutan kenapa
Evi Nuraini,1,2025-10-17 11:26:56,"sering udaa top up tapi saldo ga masuk, tlg diperbaiki",sering udaa top up tapi saldo ga masuk tlg diperbaiki
Wage Umbaran,1,2025-10-11 12:26:35,gak ada fitur complain... tgl 11/10/2025 jam 12:20 sopir bus nya tidak mau berhenti di halte perak pelindo no bis SB 07,gak ada fitur complain tgl jam sopir bus nya tidak mau berhenti di halte perak pelindo no bis sb
Lalaland Cutie,1,2025-10-08 17:17:56,"BIS NGELEWATIN MULU LU KIRA ENAK APA CAPEK CAPEK BERHARAP BERDIRI DI DALEM LAMBAI LAMBAI BAE. PEN PULANG AE SUSAH, GUNANYA APK INI APA??? NUNGGUIN YA DI TOLAK BLOK",bis ngelewatin mulu lu kira enak apa capek capek berharap berdiri di dalem lambai lambai bae pen pulang ae susah gunanya apk ini apa nungguin ya di tolak blok
Hadi Wong,1,2025-10-08 16:15:14,"applikasi sering bermasalah, tidak bisa terkoneksi dengan baik. mohon lebih di tingkatkan lagi",applikasi sering bermasalah tidak bisa terkoneksi dengan baik mohon lebih di tingkatkan lagi
ahmad Rafasyah,1,2025-10-07 06:45:44,"di aplikasi keterangan masih ada sisa kursi, tapi selalu penuh",di aplikasi keterangan masih ada sisa kursi tapi selalu penuh
Pugoh Sugiri,5,2025-10-03 12:46:14,tolong tambahkan nama helper di setiap feeder nya😊,tolong tambahkan nama helper di setiap feeder nya
